setID,id,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,package,promotion_last_5years,division,salary,satisfaction_level,pred_quick
train,5113,0.61,3,166.67,3,0,5,0,sales,2,0.934,0.715937554836273
train,2279,0.44,6,233.91,2,1,5,0,product_mng,1,0.952,0.550804018974304
train,3212,0.95,5,234.33,3,0,5,0,marketing,1,0.53,0.696117281913757
train,412,0.54,2,138.28,3,0,2,0,accounting,2,0.455,0.403150856494904
train,13002,0.77,4,195.47,3,0,1,0,accounting,2,0.803,0.718844771385193
train,11376,0.52,3,182.74,2,1,5,0,sales,1,0.948,0.713876008987427
train,3638,0.79,5,257.9,3,0,1,0,support,2,0.518,0.673234164714813
train,6160,0.77,4,204.53,2,0,1,0,support,1,0.748,0.718747138977051
train,13524,0.6,4,214.8,3,1,5,0,technical,1,0.504,0.706682443618774
train,6226,0.83,3,223.82,3,0,5,0,technical,1,0.866,0.708964347839356
train,792,0.83,5,259.76,5,0,4,0,accounting,1,0.893,0.692381501197815
train,4431,0.52,3,101.08,4,0,3,0,support,2,0.168,0.596548795700073
train,7183,0.57,3,258.7,3,0,3,0,marketing,2,0.907,0.75334244966507
train,3946,0.93,4,150.59,2,1,3,0,support,1,0.52,0.701807975769043
train,14337,0.49,2,128.71,3,0,2,0,support,1,0.38,0.401543319225311
train,10268,0.67,4,255.86,3,0,3,0,technical,1,0.668,0.728404045104981
train,12293,0.91,6,307.43,4,1,4,0,IT,1,0.116,0.0883199274539948
train,12928,0.58,4,145.48,2,0,5,0,hr,2,0.716,0.725824356079102
train,3874,0.58,2,236.15,4,0,1,0,management,1,0.661,0.629340410232544
train,7635,0.88,3,175.97,3,0,5,0,support,1,0.561,0.740829885005951
train,4934,0.82,3,233.84,2,0,5,0,support,2,0.683,0.716781377792358
train,5267,0.79,5,203.79,5,0,5,0,accounting,1,0.276,0.390081822872162
train,20,0.84,6,284.84,4,0,4,0,sales,1,0.111,0.0823917984962463
train,4308,0.87,5,239.49,3,0,3,0,hr,2,0.695,0.669052481651306
train,10695,0.59,4,200.78,3,0,1,0,sales,2,0.599,0.724092662334442
train,10831,0.72,2,154.72,3,0,5,0,IT,2,0.874,0.592153966426849
train,4761,0.55,3,177.21,3,1,1,0,accounting,1,0.59,0.659190893173218
train,375,0.99,5,263.26,5,0,4,0,product_mng,2,0.738,0.845085263252258
train,5895,0.85,3,236.5,6,0,5,0,sales,2,0.525,0.697294354438782
train,13728,0.54,4,213.18,4,0,1,0,IT,2,0.489,0.720028162002564
train,9033,0.66,3,148.3,2,0,1,0,sales,2,0.77,0.707436323165894
train,8407,0.69,3,243.45,3,0,5,0,sales,3,0.761,0.722246527671814
train,3862,0.89,5,203.68,2,0,1,0,support,1,0.693,0.70111083984375
train,6069,0.64,6,280.54,2,0,5,0,technical,2,0.544,0.278913021087647
train,9469,0.88,5,164.37,3,0,3,0,management,2,0.159,0.699206531047821
train,7153,0.93,6,173.1,3,1,5,0,support,1,0.632,0.430640369653702
train,1940,0.48,2,137.12,3,0,4,0,hr,2,0.411,0.416681826114655
train,6940,0.73,5,202.97,2,0,1,0,IT,2,0.606,0.741282820701599
train,3229,0.51,5,143.92,4,0,5,0,sales,2,0.834,0.617478907108307
train,8292,0.86,3,218.75,3,0,1,0,support,2,0.792,0.730480551719666
train,934,0.91,6,285.97,4,0,4,0,sales,2,0.1,0.0884678065776825
train,7948,0.48,3,205.11,6,0,5,0,sales,3,0.766,0.559126794338226
train,3453,0.94,4,201.07,4,0,1,0,sales,2,0.802,0.662373542785645
train,1767,0.95,4,261.58,5,0,4,0,sales,1,0.778,0.796739339828491
train,14571,0.87,6,291.57,4,0,4,0,support,1,0.103,0.0812561213970184
train,14173,0.65,2,104.55,7,0,3,0,product_mng,1,0.928,0.579974412918091
train,4416,0.48,4,100.38,2,0,3,0,IT,1,0.406,0.562211632728577
train,12392,1,4,263.6,5,0,2,0,sales,1,0.841,0.835451066493988
train,14196,0.64,4,194.02,3,0,5,0,sales,2,0.719,0.706585168838501
train,153,0.52,2,156.39,3,0,2,0,marketing,1,0.4,0.429493486881256
train,4500,0.7,4,147.02,3,1,1,1,RandD,2,0.576,0.713576436042786
train,5294,0.59,5,268.68,3,0,5,0,accounting,1,0.347,0.648718476295471
train,10240,0.62,5,230.36,2,0,1,0,sales,2,0.961,0.704135358333588
train,11794,0.89,4,242.17,2,0,1,0,management,2,0.619,0.71613210439682
train,5266,0.99,3,159.1,3,0,1,0,sales,1,0.803,0.756360769271851
train,13012,0.77,4,275.41,2,0,1,0,technical,1,0.896,0.649788081645966
train,12501,0.57,5,162.38,5,0,2,0,technical,3,0.657,0.442732453346252
train,12780,0.65,3,272.6,4,0,2,0,sales,1,0.44,0.585648953914642
train,14935,0.5,2,144,3,0,4,0,product_mng,2,0.4,0.402679145336151
train,14631,0.97,6,270.08,4,0,2,0,technical,2,0.091,0.15530401468277
train,11978,0.68,3,194.87,2,0,5,0,marketing,2,0.601,0.712988615036011
train,5889,0.51,4,109.19,6,0,5,0,sales,1,0.144,0.577664077281952
train,6424,0.89,3,188.52,4,1,5,0,sales,2,0.498,0.684535324573517
train,12146,0.92,4,241.71,5,0,4,0,product_mng,1,0.764,0.779844522476196
train,7572,0.76,4,163.22,3,0,5,0,sales,3,0.624,0.738153278827667
train,8569,0.48,4,222.99,3,0,3,0,sales,2,0.963,0.699428617954254
train,5699,0.53,3,253.48,3,0,1,0,support,1,0.923,0.78637158870697
train,12489,0.89,4,205.99,4,0,2,0,hr,2,0.773,0.654699921607971
train,11895,0.42,2,110.38,6,0,3,0,sales,1,0.606,0.465208023786545
train,10245,0.56,4,177.78,3,0,5,0,sales,3,0.789,0.732104063034058
train,8378,0.69,4,208.78,2,0,5,0,technical,2,0.595,0.687513411045075
train,8415,0.43,3,130.98,3,0,1,0,sales,2,0.744,0.521058201789856
train,14837,0.48,2,145.28,3,0,2,0,sales,1,0.437,0.421276330947876
train,11184,0.75,4,136.07,3,0,1,1,RandD,2,0.841,0.737480163574219
train,2979,0.62,4,142.39,2,0,3,0,sales,1,0.655,0.690253138542175
train,3321,0.73,5,198.61,4,1,1,0,technical,1,0.98,0.682527661323547
train,1845,0.56,2,129.05,3,0,4,0,sales,1,0.432,0.405508607625961
train,1465,0.47,2,148.55,3,0,4,0,sales,2,0.447,0.409681767225266
train,12172,0.78,7,277.78,4,0,4,0,sales,1,0.105,0.102403610944748
train,5049,0.54,3,266.46,3,1,3,0,sales,2,0.59,0.750488758087158
train,13900,0.75,4,141.64,3,0,5,0,support,1,0.504,0.707634449005127
train,5316,0.86,4,256.02,2,0,1,0,support,2,0.651,0.719980180263519
train,3025,0.64,5,258.85,2,0,1,0,support,2,0.516,0.689208447933197
train,9603,0.87,3,101.6,5,0,5,0,IT,1,0.772,0.579280436038971
train,1390,0.79,6,245.96,4,1,2,0,sales,2,0.099,0.27855584025383
train,666,0.62,6,212.95,3,0,2,0,support,1,0.464,0.452084124088287
train,162,0.51,2,148.55,3,0,2,0,sales,1,0.456,0.421676397323608
train,8649,0.89,5,179.93,4,0,5,0,sales,2,0.585,0.61930638551712
train,14350,0.87,5,258.13,5,0,2,0,IT,1,0.728,0.730955719947815
train,11652,0.67,5,217.3,3,0,5,0,sales,1,0.745,0.743854641914368
train,14553,1,5,234.05,5,0,4,0,technical,2,0.901,0.848141670227051
train,512,0.96,6,260.1,4,0,4,0,support,1,0.09,0.116123378276825
train,6631,0.78,3,153.73,2,0,5,0,product_mng,2,0.897,0.720633983612061
train,6754,0.66,4,253.23,3,0,1,0,technical,2,0.886,0.734773874282837
train,10884,0.87,5,255.36,2,0,1,0,support,1,0.666,0.673851311206818
train,2397,0.74,5,263.93,3,1,3,0,hr,1,0.702,0.713999629020691
train,6954,0.55,4,139.62,2,0,3,0,marketing,3,0.587,0.697382211685181
train,7151,0.45,6,237.84,6,0,5,0,support,2,0.446,0.468647569417954
train,6985,0.57,4,145.67,2,0,1,0,technical,2,0.486,0.677030801773071
train,681,0.5,2,128.52,3,0,2,0,sales,1,0.396,0.395283639431
train,7103,0.79,3,201.08,2,0,1,0,support,2,0.549,0.704148292541504
train,13451,0.9,4,274.06,2,0,1,0,support,1,0.774,0.714345574378967
train,10249,0.79,4,193.07,3,0,3,0,sales,2,0.698,0.70862740278244
train,380,0.45,2,157.07,3,0,2,0,hr,2,0.439,0.400877714157105
train,8112,0.88,4,240.61,4,0,3,0,sales,2,0.999,0.691797137260437
train,3017,0.78,4,155.86,3,1,3,0,technical,1,0.992,0.737715840339661
train,10805,0.36,2,219.22,2,0,1,0,technical,1,0.43,0.571407079696655
train,10013,0.85,3,250.9,2,0,5,0,sales,2,0.49,0.710636973381043
train,1217,0.95,4,258.53,5,0,2,0,RandD,1,0.76,0.767117500305176
train,5249,0.71,3,161.04,3,0,3,0,IT,2,0.821,0.705048680305481
train,5960,0.72,2,243.4,2,0,1,0,marketing,2,0.774,0.659222483634949
train,4120,0.55,4,154.17,3,0,3,0,RandD,2,0.969,0.679748296737671
train,710,0.9,6,254.55,2,0,4,0,sales,1,0.639,0.257224380970001
train,3555,0.72,5,193.9,4,0,3,0,technical,1,0.721,0.629606425762177
train,8464,0.52,3,233.16,4,0,5,0,product_mng,1,0.847,0.718134522438049
train,3545,0.71,6,231.8,4,0,1,0,technical,2,0.792,0.478971987962723
train,2110,0.75,5,144.19,3,0,5,0,support,1,0.918,0.712403893470764
train,3583,0.64,4,218.34,4,0,5,0,RandD,2,0.978,0.707522213459015
train,8622,0.64,2,178.99,6,0,3,0,RandD,2,0.457,0.570215582847595
train,5854,0.59,4,217.76,2,1,5,0,support,2,0.595,0.75205671787262
train,11295,0.78,3,223.67,10,1,5,0,sales,2,0.531,0.659771680831909
train,670,0.95,6,247.53,4,0,4,0,management,1,0.11,0.212745606899261
train,11476,0.53,3,144.04,3,1,5,0,product_mng,2,0.506,0.685939788818359
train,11823,0.55,4,147.87,4,0,1,1,marketing,2,0.678,0.702488899230957
train,8130,0.98,4,167.71,5,1,5,0,technical,1,0.247,0.547263205051422
train,3398,0.49,3,238.62,4,0,5,0,technical,1,0.648,0.683377027511597
train,6290,0.56,2,158.93,2,0,5,0,hr,2,0.305,0.495481729507446
train,2300,0.42,6,107.6,5,0,3,0,sales,2,0.506,0.413195073604584
train,11091,0.83,4,212.71,2,0,5,0,product_mng,2,0.866,0.713300228118897
train,541,0.87,4,255.53,5,0,2,0,marketing,1,0.809,0.756661713123322
train,8250,0.68,5,162.72,5,0,1,0,marketing,1,0.713,0.443343877792358
train,1593,0.88,6,308.68,4,0,4,0,product_mng,3,0.103,0.084453284740448
train,3455,0.81,4,173.64,2,0,3,0,sales,2,0.585,0.712707698345184
train,2533,0.84,3,238.93,4,0,3,0,sales,2,0.751,0.675217092037201
train,4493,0.52,5,203.62,3,0,3,0,IT,1,0.679,0.734696209430695
train,6713,0.86,3,179.93,2,0,1,0,RandD,2,0.824,0.709385991096497
train,8042,0.58,3,155.92,3,0,5,0,accounting,2,0.821,0.722660481929779
train,9980,0.62,4,201.53,3,0,5,0,support,2,0.529,0.718228101730347
train,8288,0.51,3,186.24,2,0,1,0,technical,2,0.862,0.673760890960693
train,11881,0.66,4,274.02,4,1,5,0,IT,1,0.662,0.659830749034882
train,10332,0.8,2,256.21,2,1,1,0,accounting,2,0.767,0.63747102022171
train,12848,0.64,3,258.96,2,1,1,0,accounting,3,0.499,0.727298974990845
train,7982,0.45,5,130.23,6,0,5,0,support,1,0.785,0.55907267332077
train,6426,0.55,5,142.57,2,0,3,0,sales,2,0.868,0.668590366840363
train,5180,0.65,2,166.45,4,0,1,0,product_mng,1,0.342,0.548371315002441
train,8298,0.6,4,252.5,2,0,1,0,support,2,0.925,0.732243716716766
train,14715,0.83,4,219.16,6,0,2,0,support,2,0.775,0.721239924430847
train,2882,0.95,5,249.67,3,0,1,0,technical,2,0.915,0.733222365379334
train,8954,0.65,4,244.05,2,0,3,0,sales,1,0.831,0.727579295635223
train,4820,0.83,4,196.5,3,0,5,0,sales,2,0.674,0.719837307929993
train,5453,0.88,3,201.88,4,0,1,0,hr,1,0.521,0.702234387397766
train,3080,0.51,4,242.21,3,0,3,0,sales,2,0.769,0.771881401538849
train,7745,0.67,2,117.57,3,0,1,0,technical,1,0.382,0.535617291927338
train,7299,0.78,5,265.69,3,1,3,0,support,3,0.525,0.660093665122986
train,7687,0.71,3,240.44,6,0,5,0,support,2,0.259,0.639921844005585
train,8837,0.52,4,274.77,3,0,1,0,technical,2,0.813,0.75204336643219
train,2673,0.7,5,169.04,2,0,1,0,accounting,2,0.684,0.667552053928375
train,3409,0.86,5,207.69,3,0,3,0,support,1,0.582,0.682664036750794
train,8038,0.58,4,184.95,3,0,1,0,sales,1,0.863,0.693214356899262
train,1831,0.48,4,176.41,2,0,4,0,RandD,2,0.138,0.558227598667145
train,14653,1,5,229.13,5,0,2,0,management,1,0.772,0.801831185817719
train,5300,0.69,2,199.05,3,0,3,0,technical,1,0.933,0.615331470966339
train,7566,0.85,4,204.97,3,0,1,0,sales,2,0.653,0.743046045303345
train,6003,0.54,3,146.62,2,0,3,0,support,1,0.646,0.651444792747498
train,6906,0.91,3,169.4,2,0,1,0,technical,2,0.685,0.732800006866455
train,13850,0.85,3,261.35,4,1,1,0,support,2,0.687,0.684818387031555
train,1928,0.96,6,282.58,4,0,2,0,sales,1,0.108,0.08571657538414
train,10241,0.58,5,187.32,3,0,5,0,sales,2,0.979,0.723905563354492
train,11013,0.8,4,199.58,6,0,5,0,marketing,2,0.515,0.491627067327499
train,951,0.51,2,159.64,3,0,4,0,technical,1,0.362,0.407515853643417
train,8561,0.6,3,197.43,3,0,3,0,sales,1,0.651,0.704844117164612
train,8139,0.56,4,160.49,3,1,5,0,support,1,0.61,0.692360103130341
train,2624,0.62,4,203.69,2,0,5,0,accounting,1,0.822,0.700016796588898
train,5804,0.85,3,243.49,2,0,1,0,accounting,1,0.838,0.708199620246887
train,1022,0.48,2,146.15,3,0,4,0,hr,1,0.362,0.413951605558395
train,11385,0.67,4,142.17,2,1,3,0,sales,1,0.668,0.691985368728638
train,11456,0.8,6,157.3,6,1,1,0,sales,1,0.195,0.400498956441879
train,8124,0.9,4,224.78,2,0,1,0,hr,1,0.726,0.728733539581299
train,63,0.56,2,134.38,3,0,2,0,IT,2,0.357,0.434966832399368
train,2818,0.89,2,101.54,6,0,5,0,IT,1,0.644,0.555728793144226
train,3072,0.85,3,200.13,2,0,3,0,sales,2,0.153,0.709045767784119
train,6522,0.92,5,140.44,3,0,1,0,technical,2,0.742,0.774699568748474
train,12603,0.9,5,246.18,5,0,2,0,product_mng,1,0.827,0.770089387893677
train,7730,0.73,4,248.26,3,0,5,0,sales,2,0.127,0.715601563453674
train,7369,0.9,4,210.35,5,0,5,0,technical,2,0.213,0.522877037525177
train,564,0.53,2,157.7,3,0,2,0,accounting,1,0.414,0.412836372852325
train,9600,0.76,4,135.88,2,0,3,0,technical,1,0.792,0.717267334461212
train,11517,0.54,4,216.31,4,0,5,0,IT,2,0.495,0.706101775169373
train,9009,0.84,2,194.32,4,0,5,0,support,2,0.86,0.661598026752472
train,6756,0.5,4,239.07,3,0,3,0,technical,2,0.891,0.729197561740875
train,6421,0.91,5,177.93,5,0,5,0,sales,1,0.244,0.537808060646057
train,11763,0.92,3,138.57,10,0,3,0,support,1,0.587,0.656653165817261
train,6502,0.59,6,133.12,5,0,5,0,sales,2,0.961,0.416072398424149
train,3861,0.84,2,193.57,3,0,5,0,support,1,0.796,0.64900004863739
train,11192,0.59,4,237.19,4,1,5,0,marketing,1,0.914,0.728315770626068
train,11034,0.52,2,150.32,2,1,5,0,sales,1,0.831,0.490056693553925
train,6264,0.96,2,207.22,2,0,5,0,marketing,1,0.483,0.631152391433716
train,8085,0.39,3,99.6,3,1,1,0,RandD,1,0.327,0.49409481883049
train,10472,1,5,211.7,3,0,5,0,sales,2,0.708,0.706222593784332
train,2721,0.61,5,170.53,4,0,3,0,support,2,0.236,0.563932120800018
train,1754,0.52,2,138.82,3,0,2,0,RandD,2,0.435,0.411262542009354
train,14057,0.62,5,230.68,3,1,5,0,marketing,1,0.755,0.731460690498352
train,11303,0.95,3,201.05,4,0,1,0,accounting,1,0.498,0.639686226844788
train,14585,0.84,5,255.06,5,0,4,0,product_mng,2,0.854,0.700819492340088
train,9753,0.89,3,219.91,2,0,5,0,technical,1,0.92,0.710829555988312
train,450,0.9,4,226.24,5,0,2,0,product_mng,2,0.816,0.725324749946594
train,2856,0.74,3,233.75,3,0,5,0,hr,1,0.821,0.730418741703033
train,13267,0.91,5,229.67,3,0,5,0,support,2,0.151,0.647332966327667
train,10090,0.92,3,269.33,3,0,3,0,sales,1,0.529,0.711832046508789
train,4437,0.83,4,183.06,3,0,3,0,sales,2,0.972,0.733919620513916
train,4476,0.6,5,135.48,2,1,3,0,support,1,0.852,0.715107321739197
train,6131,0.63,3,269.27,2,0,1,0,sales,2,0.515,0.711217641830444
train,10480,0.55,3,214.59,4,1,3,0,sales,1,0.808,0.709791839122772
train,2417,0.49,4,243.64,2,1,5,0,support,2,0.476,0.767179369926453
train,13015,0.65,3,196.14,3,1,3,0,technical,1,0.661,0.680984437465668
train,8906,0.66,3,213.59,3,1,1,0,support,1,0.878,0.744861304759979
train,4213,0.77,5,178.47,5,0,3,0,sales,1,0.235,0.407339096069336
train,2773,0.57,4,248.55,2,1,3,0,sales,1,0.627,0.734964966773987
train,2593,0.9,3,257.06,4,0,3,0,RandD,1,0.57,0.637238323688507
train,12401,0.91,4,246.56,5,0,2,0,sales,1,0.762,0.777496159076691
train,3926,0.63,4,159.78,3,0,3,0,technical,2,0.579,0.694637656211853
train,11905,0.84,6,286.35,7,0,1,0,sales,2,0.204,0.19671168923378
train,9114,0.78,4,244.57,3,1,1,0,hr,2,0.836,0.730396449565888
train,9122,0.84,4,241.21,3,0,5,0,technical,2,0.793,0.702116847038269
train,11932,0.84,3,195.66,3,0,5,0,product_mng,1,0.817,0.704185724258423
train,6692,0.38,3,213.35,6,0,3,0,support,1,0.799,0.598776280879974
train,5035,0.51,4,140.16,4,0,3,1,RandD,2,0.538,0.665266573429108
train,11665,0.85,4,172.82,3,0,3,0,marketing,3,0.955,0.7515669465065
train,12512,0.96,6,259.04,4,0,4,0,support,1,0.087,0.104331433773041
train,14122,0.64,2,191.82,3,0,3,0,sales,1,0.632,0.609015464782715
train,10933,0.97,3,274.29,4,1,1,1,sales,2,0.575,0.637460350990295
train,11358,0.77,3,234.06,3,0,5,0,sales,2,0.737,0.71587485074997
train,5144,0.85,4,197.82,2,0,3,0,hr,1,0.398,0.713934540748596
train,8621,0.74,5,166.2,2,0,5,0,RandD,2,0.591,0.698998749256134
train,4197,0.65,6,152.39,3,0,3,0,RandD,2,0.673,0.486957639455795
train,5351,0.97,3,271.79,3,0,1,0,sales,1,0.752,0.730563879013062
train,4196,0.56,2,182.39,6,0,3,0,RandD,2,0.871,0.536066472530365
train,10558,0.72,3,162.92,3,0,3,0,sales,2,0.994,0.700785219669342
train,6148,0.92,4,113.86,2,0,1,0,technical,2,0.525,0.680296719074249
train,2976,0.55,5,208.82,5,0,5,0,RandD,1,0.247,0.414826989173889
train,8289,0.98,3,213.14,3,0,3,0,technical,2,0.885,0.708452105522156
train,13447,0.85,3,207.85,2,0,1,0,support,1,0.916,0.71773362159729
train,13221,0.91,3,269.45,8,0,5,0,support,2,0.625,0.716361582279205
train,13847,0.67,6,222.33,10,0,3,0,marketing,2,0.409,0.480945110321045
train,14107,1,3,143.6,4,0,5,0,sales,1,0.717,0.694469034671783
train,12693,0.82,6,277.83,4,0,2,0,marketing,2,0.096,0.073537677526474
train,14916,0.88,5,263.75,5,0,4,0,support,1,0.76,0.770619988441467
train,3300,0.68,5,191.07,2,0,5,0,sales,2,0.73,0.712056279182434
train,14085,0.9,3,275.52,2,0,3,0,support,3,0.736,0.690156936645508
train,10452,0.63,3,199.7,3,0,5,0,RandD,1,0.77,0.685116350650787
train,13969,0.84,4,206.83,7,0,3,1,management,3,0.569,0.629209756851196
train,7434,0.61,5,142.52,3,0,3,0,accounting,2,0.572,0.667882561683655
train,3301,0.69,2,147.83,2,0,1,0,sales,2,0.489,0.554249167442322
train,7971,0.77,5,256.01,2,0,5,0,technical,1,0.797,0.700555741786957
train,1616,0.46,2,157.6,3,0,2,0,sales,1,0.37,0.403327852487564
train,6370,0.59,4,232.09,3,0,3,0,technical,1,0.554,0.68119090795517
train,4010,0.67,2,181.01,2,0,1,0,technical,2,0.583,0.594197034835815
train,5201,0.73,3,188.88,3,0,5,0,sales,2,0.353,0.710213303565979
train,1881,0.48,2,143.96,3,0,4,0,support,1,0.408,0.413056313991547
train,11145,0.94,3,154.4,3,1,1,0,support,1,0.567,0.721893787384033
train,6169,0.51,4,249.44,5,0,3,0,IT,2,0.726,0.676308751106262
train,6995,0.45,5,204.19,4,0,3,0,support,2,0.176,0.564494550228119
train,4897,0.81,4,164.43,4,0,1,0,sales,2,0.858,0.699600517749786
train,12747,0.51,2,131.66,3,0,2,0,IT,1,0.43,0.396464586257935
train,4523,0.81,5,216.25,3,0,5,0,sales,1,0.69,0.683821856975555
train,10567,0.72,4,156.06,4,0,3,0,technical,1,0.745,0.672819256782532
train,4328,0.79,4,214.49,3,0,3,0,support,1,0.887,0.715719640254974
train,8678,0.61,3,178.28,5,0,1,0,support,1,0.119,0.492479532957077
train,6534,0.65,5,202.62,3,0,1,0,support,2,0.929,0.726886868476868
train,12197,0.91,6,289.19,4,0,4,0,technical,1,0.106,0.116680055856705
train,12776,0.97,6,255.55,5,0,2,0,sales,2,0.103,0.272419631481171
train,11448,0.47,3,188.85,3,1,3,0,IT,2,0.569,0.588264346122742
train,9798,0.6,3,254.06,4,1,3,0,sales,1,0.73,0.671104311943054
train,3317,1,3,247.69,2,1,1,0,technical,1,0.667,0.74686336517334
train,1290,0.51,2,140.83,3,0,2,0,IT,1,0.387,0.417078286409378
train,4492,0.68,4,173.06,2,0,5,0,IT,1,0.863,0.689180612564087
train,2888,0.74,4,203.32,3,1,3,0,IT,1,0.655,0.756683349609375
train,5972,0.61,3,254.03,2,0,1,0,sales,2,0.845,0.74626624584198
train,5982,0.74,4,274.92,3,0,5,0,accounting,3,0.163,0.660738289356232
train,14651,0.48,2,138.59,3,0,4,0,technical,1,0.42,0.408785045146942
train,2086,0.87,4,244.08,5,0,5,0,sales,1,0.121,0.715096771717072
train,8367,0.99,4,179,3,1,1,0,support,2,0.789,0.750116944313049
train,9855,0.83,3,172.47,3,1,1,0,marketing,2,0.679,0.748149991035461
train,12154,0.49,2,160.7,3,0,4,0,sales,1,0.392,0.415879905223846
train,127,0.88,3,183.64,5,0,4,0,support,1,0.699,0.631004214286804
train,14578,0.56,2,132.52,3,0,2,0,IT,1,0.402,0.42311042547226
train,843,0.47,7,157.42,2,0,4,0,management,2,0.66,0.44344288110733
train,13611,0.75,3,151.02,4,0,3,1,accounting,2,0.149,0.629872858524323
train,1834,0.9,6,295.77,4,0,4,0,accounting,1,0.094,0.0755819380283356
train,11997,0.54,3,185.25,10,0,1,1,management,3,0.857,0.639412760734558
train,8117,0.64,5,192.01,4,0,1,0,sales,2,0.249,0.607853174209595
train,14123,0.82,2,241.3,3,0,3,0,sales,2,0.911,0.670977413654327
train,11628,0.75,4,249.96,10,0,5,0,product_mng,2,0.562,0.669905126094818
train,3171,0.75,3,161.15,4,0,3,0,technical,2,0.383,0.669148087501526
train,10289,0.56,3,196.29,3,0,1,0,IT,2,0.9,0.718410909175873
train,5782,0.77,5,264.25,3,0,3,0,support,2,0.845,0.671092450618744
train,13348,0.56,4,191.47,3,0,5,0,technical,3,0.63,0.690031051635742
train,11230,0.84,4,143.56,10,0,5,0,technical,3,0.993,0.618100464344025
train,6281,0.56,4,267.75,3,0,1,0,sales,1,0.764,0.710658431053162
train,10620,0.37,5,157.81,4,0,5,0,sales,2,0.39,0.545188128948212
train,4766,0.83,4,163.37,3,0,3,0,hr,1,0.888,0.73406594991684
train,14727,0.89,6,246.38,4,0,4,0,technical,1,0.105,0.250922918319702
train,9772,0.83,2,221.17,2,1,5,0,sales,2,0.498,0.675073325634003
train,12265,0.93,4,250.82,5,0,4,0,technical,2,0.837,0.763894319534302
train,8209,0.79,4,262.88,3,0,3,0,technical,1,0.569,0.715793251991272
train,5711,0.96,4,257.55,3,0,3,0,IT,2,0.682,0.737397968769074
train,14763,0.85,5,249.17,5,0,4,0,sales,1,0.823,0.729865074157715
train,6917,0.85,6,115.03,4,0,1,0,support,3,0.744,0.437189191579819
train,14394,0.8,6,285.97,4,0,2,0,accounting,2,0.115,0.091836005449295
train,12255,0.45,2,158.55,3,0,4,0,sales,2,0.446,0.396006733179092
train,10698,0.65,5,229.25,3,0,1,0,sales,2,0.877,0.704649269580841
train,9943,0.9,3,186.43,4,0,3,0,sales,1,0.975,0.695650637149811
train,4813,0.92,3,225.21,3,0,1,0,management,2,0.719,0.722086310386658
train,8314,0.48,3,194.92,2,0,1,0,IT,3,0.546,0.60935777425766
train,9844,0.72,3,204.84,4,0,1,0,accounting,3,0.52,0.707824230194092
train,8692,0.75,3,247.83,2,0,1,0,product_mng,2,0.951,0.706745028495789
train,765,0.87,3,215.85,2,0,2,0,support,2,0.086,0.65334939956665
train,2594,0.72,3,119.54,2,1,3,0,marketing,1,0.99,0.624928116798401
train,11480,0.6,3,254.6,2,0,5,0,RandD,2,0.61,0.727684020996094
